"subject_id" "activity_nm" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.." "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.."
9 "WALKING" 14.48214779 -0.940638250679 -5.76266664 49.49708814 -1.6345770414 -6.02451829618 3.6626578065 1.10373073209 0.2156766249 -4.203475113 -3.2531132952 5.8047485546 -4.2078612912 -1.8526738206 -3.29371442708 -5.100370579946 -5.100370579946 -10.594148007 -15.316197875 -26.53320778 -15.32498051 -13.39923604 -13.041925509 -16.34180087 -19.12074294 -20.77614475 -19.95115829 -22.71910475 -12.491570631 -16.577653181 -16.47727721 -26.71746898 -31.33424415 -12.39438526 -10.488241963 -3.01410963896 -51.01054263 -50.504606 -49.68724777 -10.750156974 -14.40035656 -21.30775536 -24.76050235 -24.28681673 -13.81554311 -27.40323607 -28.55841186 -23.80983769 -19.73029604 -19.73029604 -16.48990133 -25.4657422 -31.19305658 -11.337038826 -11.646573047 -1.75741933418 -8.85187368699 -11.875784621 -21.79342687 -26.38503466 -25.53149749 -17.80309561 -26.72238157 -16.76155191 -29.26115549 -32.46630003
9 "WALKING_DOWNSTAIRS" 12.42878469 -0.856775930117 -3.8231709346 39.41354648 -1.47967950944 -3.45559934759 5.46810784 -0.868837057 0.110278919 -3.8488086465 -2.9929151412 4.905784829 -3.9728305028 -2.5099550054 -2.8479385149 6.1272270333 6.1272270333 -6.8197957496 -7.0946988266 -19.69919423 4.3313972603 -7.691059128 -4.35564455163 -2.7104882381 -13.173007756 -12.334467163 -13.651801418 -13.125512209 -10.5288366422 9.332565522 0.3010887111 -14.59668952 -19.45322626 8.962475363 -8.7490496312 -0.324042615 -39.98993127 -39.32487547 -36.81893449 0.7401803723 -12.996583845 -15.099561236 -16.650026314 -14.312139792 -11.74677630806 -21.40611119 -18.84130295 -17.52406114 11.13504551734 11.13504551734 1.6761283792 -13.53792152 -19.14592786 10.5205278725 -11.489578176 -1.467878694 0.3940542216 -14.9512365 -17.86585115 -17.789468506 -15.29986776 -14.975581812 3.732421031 2.963209781 -17.81517096 -20.37667409
9 "WALKING_UPSTAIRS" 12.85938731 -0.955995389881 -6.135731194 44.22974111 -1.851944339 -13.034483476 3.3921046042 0.0620399869999999 0.37536283516 -8.03439231 -2.02168075694 7.1390366703 -3.35497900744 -1.4837075168 -1.1580067648 -12.77565149 -12.77565149 -21.59270947 -4.0828490013 -32.96918753 -16.79406168 -19.84611711 -18.850810747 -19.70019277 -29.81643101 -30.14115982 -15.383139935 -24.45880094 -16.057234888 -18.2716271 -20.55712232 -26.042652 -35.97381302 -17.7107745 -14.808103987 -12.4182700936 -46.7647943 -44.16454876 -43.80948286 -16.42929059 -28.7212036 -31.7175041 -16.854854906 -19.64209433 -6.77064757188 -32.36055718 -34.72163396 -32.19859586 -19.61087982 -19.61087982 -21.8287845 -20.86614831 -36.68391152 -18.12097309 -14.584412075 -11.9600086068 -16.04367749 -28.91553291 -33.21372306 -17.719692478 -17.249621489 -8.1121731568 -24.98654361 -23.76185185 -22.385224935 -38.60129795
10 "LAYING" 16.2533733 -1.40908008 -6.795781257 -26.27804478 -8.0792655 -1.8050542 4.2812737403 0.91054183163 0.41567996004 -1.1342443554 -4.46788881214 6.073787744 -5.817878756 -2.2550279384 -3.426320494 -55.49334554 -55.49334554 -56.62159724 -54.38027793 -56.30818924 -56.2126841 -55.35182725 -55.92944902 -56.78285079 -56.14627208 -56.41034835 -55.3200469 -55.370862 -56.24583508 -55.14919033 -56.17654505 -54.38617327 -55.73665565 -56.16045373 -54.89434952 -55.64934621 -55.36285263 -56.06866705 -55.856647261 -56.72443307 -56.08198602 -56.62288643 -55.77936559 -55.31229204 -56.37255465 -56.02223353 -56.06402034 -57.06905956 -54.53749596 -54.53749596 -56.11830488 -53.7933276 -55.65871003 -56.14214624 -54.881290599 -55.669192733 -56.77645312 -56.15100015 -56.75777567 -55.94358485 -55.3003028 -56.56733023 -54.76968853 -55.9918981 -54.15467629 -55.72482678
10 "SITTING" 14.61305105 -0.81230482001 -5.629674895 42.7619087 -2.22808185 10.936866935 4.187011528 0.4848527477 -0.26976587094 -2.335133755 -3.671965434 4.028177895 -5.030397143 -2.220569321 -2.64282434116 -51.88088878 -51.88088878 -53.35492883 -50.98691036 -53.66020433 -53.18692979 -50.7843108 -52.63081135 -53.42571075 -52.97199423 -53.24706546 -53.26977762 -53.25367764 -52.13135536 -51.58517458 -53.23864326 -52.62082556 -53.57834258 -53.0766986 -49.570894618 -52.26265701 -52.54893112 -50.52726035 -52.21252011 -53.40310636 -52.96086665 -53.3658134 -53.39914725 -53.15615846 -51.86408195 -53.58563949 -53.59956272 -53.47402991 -50.74215794 -50.74215794 -53.20133224 -52.00548719 -53.55159461 -53.0410911 -49.293255403 -52.1705363 -53.43574954 -53.03046192 -53.41198644 -53.44446748 -53.11330092 -51.97060223 -50.84164545 -53.09640404 -51.97283763 -53.53609145
10 "STANDING" 12.17261323 -0.683841855 -4.750419693 41.97638656 -1.899030454 1.5267129259 3.563051317 0.52363357453 -0.21377005385 -1.24015903266 -3.85801014 4.54306867 -4.60916866 -1.6350092032 -2.570315207 -41.88751195 -41.88751195 -42.46720801 -40.91063943 -42.75205711 -42.68439183 -40.62866479 -42.03198489 -42.39686731 -41.45626146 -42.77862654 -40.65626017 -42.25424724 -41.84029216 -41.36484737 -41.87188238 -41.26261671 -42.48701958 -43.0497532 -40.46072111 -41.41594338 -43.61541734 -42.91807186 -42.22150494 -42.42970558 -41.41846119 -42.9629464 -40.91538255 -42.18989122 -41.96196838 -41.81617213 -42.96358073 -42.63824535 -41.23963967 -41.23963967 -41.89056144 -40.50141965 -42.43401406 -43.24976683 -40.56186097 -41.27634206 -42.61893398 -41.57328532 -43.09486408 -41.02005348 -42.16959375 -42.19165532 -41.58212269 -41.89266244 -40.61030822 -42.46245588
10 "WALKING" 14.76442606 -0.9021846131 -5.780048143 51.04388394 -4.442868174 2.911164084 4.5471021892 0.2163718601 -0.8636519356 0.56654337394 -4.343566153933 5.22948737515 -6.5036068635 -2.7517863995 -3.2396935229 -6.7522483397 -6.7522483397 -7.029124591809 -8.292312709 -23.33927274 -6.052070068 2.8297331224 -21.84568429 -5.7208786958 1.63797569713 -24.59308697 -14.72943038 -18.29607883 -5.7520915837 -4.9302583408 1.08750444 -21.86869621 -27.2984628 -9.471615923 -1.205387754 -20.96918882 -51.64506338 -51.46908015 -50.7667246 -2.76655237 3.9792662462 -27.11813401 -21.95289019 -13.29522589 -9.249818036 -19.40137733 -27.01321638 -17.44121311 -9.8369269916 -9.8369269916 1.9932419145 -21.30733219 -26.55447958 -10.937424353 -6.8781124348 -23.07112343 -4.19504681567 2.569798663 -29.60117046 -24.28952544 -10.832819544 -14.48452191 -19.63501303 2.66106446543 -26.48726924 -27.43681735
10 "WALKING_DOWNSTAIRS" 11.035260584 -0.7601929287 -4.2122466954 35.712682 -2.455410922 1.5911185552 3.836456723 0.409734629 0.00579945259999995 -4.743904583 -4.0562164756 2.7528480052 -2.446303221 -1.859636602 -2.7375698259 9.532063237 9.532063237 1.92663886804 -0.9061785428 -15.27046383 8.19528038 0.3437709369 -5.9936775942 6.8939269781 -4.5411632318 -9.1458033463 -8.14531064301 -10.354836993 1.4871938945 8.364396728 5.965165788 -11.869205391 -18.39946642 11.23787481 0.155007838 -6.97518735725 -35.6921693 -35.6061453 -34.27923854 8.484480632 -3.99077351139 -12.091159857 -11.580324327 -11.83348596 -1.3414829806 -15.84547329 -17.92273715 -8.631220805 5.965931806 5.965931806 4.213334788 -10.654548321 -18.77601874 12.34839424 -2.4066833266 -10.21007447 5.9626817878 -5.8275204975 -15.05362133 -12.90154561 -13.04300617 -5.7148822402 -2.3436227951 1.4450134478 -14.735643969 -20.70956373
10 "WALKING_UPSTAIRS" 12.55472711 -0.6761181256 -5.5544797792 43.79746829 -2.65865031 1.069380199477 3.0494977265 1.2516771263 -2.4128664097 3.4472016916 -4.4866210173 4.1344216599 -7.3889893419 -1.75003805585 -1.715602168 -1.25312948536 -1.25312948536 -12.315787995 2.0612970802 -24.60275952 -6.552307159 -1.8362346444 -14.15670118 -9.4570731417 -9.723023443 -26.00184136 -10.2706616949 -11.085372352 -12.349878257 -7.842735914 -7.216997927 -12.47246939 -28.22740092 -7.594820439 -0.2609852156 -3.4721011773 -45.0831554 -44.04085262 -40.6430544 -8.799348249 -8.356744921 -28.55346257 -14.5011312817 1.9351059428 -15.063938618 -20.08269315 -28.41756572 -22.66550557 -9.942261570076 -9.942261570076 -10.6224793008 -5.31394565652 -29.0588007 -8.0819954236 -2.42653807342 -1.6090319994 -11.63712108034 -9.5314180676 -31.15602436 -16.041176143 8.071581909 -18.97963789 -16.98756413 -15.71515706 -7.847560755 -31.55065642
11 "LAYING" 15.99379934 -1.0066088982 -6.20083495 -7.68542579 53.75202266 6.419350828 4.369878421 0.69650496569 0.15828358618 -1.09293988878 -2.3689194199 8.665083908 -5.830957607 -2.350631147 -3.801657691 -55.89540727 -55.89540727 -56.04984582 -54.29385387 -56.46655115 -56.07667784 -55.37002432 -55.49387833 -56.13843784 -55.51130231 -55.83519612 -55.64268586 -56.0104955 -54.80176198 -55.51765826 -55.68562415 -55.12432132 -56.20079372 -56.13230781 -55.41522181 -55.36473708 -55.83523934 -56.47363804 -56.09897856 -56.15976919 -55.44831495 -55.9803717 -55.90770242 -55.99923071 -54.71415367 -55.95831579 -56.47820631 -56.23329661 -55.45483428 -55.45483428 -55.66077694 -54.41865142 -56.11515917 -56.16336608 -55.49458938 -55.38508039 -56.26599266 -55.48874283 -56.0482681 -55.99820137 -56.01165601 -54.90148247 -55.63414865 -55.58221229 -54.42639605 -56.06345969
11 "SITTING" 14.65928046 -0.7907367688 -5.980531572 46.21408131 11.3269642042 9.992179887 4.037419821 -0.01133344326 0.44170240371 -2.119920054 -4.003007737 4.037218921 -5.026644451 -2.0819091611 -2.6785959507 -50.98445048 -50.98445048 -51.90584866 -50.44987702 -52.44450865 -52.01851708 -49.52866869 -51.56132085 -51.98408277 -51.27509474 -51.99961765 -52.2106644 -52.07974218 -50.58605252 -50.51249848 -51.69171257 -51.39939741 -52.32456655 -52.08821779 -48.83431226 -51.32361964 -52.36767508 -50.33900632 -51.49806537 -51.95776367 -51.2386321 -52.12240531 -52.37274031 -52.05919913 -50.50074856 -52.49658047 -52.39340547 -51.99385037 -50.0628368 -50.0628368 -51.64912152 -50.87811788 -52.27160323 -52.11965994 -48.76249957 -51.29787272 -52.02522093 -51.32633821 -52.17052916 -52.42704417 -52.05330971 -50.71054664 -50.27166526 -51.53132411 -50.91769582 -52.23718315
11 "STANDING" 13.05263145 -0.808357167 -5.10827163 44.95383319 -8.13488712 5.9783259 3.572459293 0.58341553809 -0.03505806291 -1.377765151 -3.597685697 3.809764616 -4.677409727 -1.861163062 -2.466243936 -46.28813032 -46.28813032 -46.49439173 -46.05896654 -46.69112463 -46.70897838 -45.52904441 -46.42047992 -46.64211619 -46.02649014 -46.45765704 -45.98018071 -46.71919795 -46.0958595 -46.16600444 -46.46591998 -46.18109643 -46.67010793 -46.7640073 -45.31614659 -46.3599875 -46.74288171 -46.10924795 -46.50336292 -46.648788 -46.03312914 -46.53625051 -46.07139725 -46.72789218 -46.08992325 -46.37444897 -46.79186667 -46.56117127 -46.07435234 -46.07435234 -46.47613615 -45.92235756 -46.65122083 -46.79196686 -45.28481913 -46.34005032 -46.69048451 -46.11573371 -46.54777303 -46.10742844 -46.73459507 -46.16851271 -46.13068657 -46.43699786 -45.93957241 -46.63704102
11 "WALKING" 16.03749168 -0.98220741838 -6.259681938 55.84163863 -12.51070634 7.909139691 4.8952850381 0.7533266117 -0.788524839 -2.5188810732 -4.1601193481 4.9780925234945 -5.4174047534 -3.0336180424 -2.0217969609 -17.01108485 -17.01108485 -23.73765892 -24.88629874 -37.21322963 -23.39549018 -4.89982277226 -36.3677717 -26.74265086 -14.266301845 -40.86303846 -30.37044515 -34.99333651 -23.49930686 -27.05232969 -23.31185192 -36.0031351 -44.36295299 -24.94768224 -3.0805124276 -31.30695237 -57.88495985 -57.00819266 -56.69030836 -25.28246427 -10.703734585 -42.51862914 -35.18446892 -29.47789195 -25.61651395 -31.95536743 -43.5416316 -32.51371661 -28.77641899 -28.77641899 -23.7853358 -32.94340421 -44.46661355 -25.58849538 -5.6998028837 -30.8625103 -26.78263936 -10.0404667843 -44.10631211 -36.76586587 -26.76612786 -29.41472373 -34.48290353 -24.62936212 -35.38498083 -45.64086982
11 "WALKING_DOWNSTAIRS" 13.41385907 -0.81924951761 -5.109226899 43.3203347 -9.21480936 6.089097505 4.126975823 1.160461327 -1.0359609669 -5.7531601563 -1.2087665887 2.6461250393 -1.0162148193 -2.3932557416 -1.7160226673 5.8064722339 5.8064722339 -9.117482437 -9.102634572 -27.56755899 1.6189112494 1.1385374179 -17.37073876 -5.5412982146 -8.1640450445 -24.39037434 -14.663742589 -24.29970811 -12.57911915 4.1529148525 -4.4829298448 -20.98382501 -30.74366427 6.5530016236 3.2573645375 -14.90523915 -43.90688494 -42.6102816 -42.58748568 -3.8373782054 -5.8335664585 -26.66668218 -17.2071750847 -22.8119391 -14.67214136 -24.58124762 -31.49129266 -22.10572102 2.3356208016 2.3356208016 -5.842792277 -15.6100921107 -31.17652707 8.2757111622 1.2087750329 -16.03682275 -5.9037150035 -6.000416172 -28.92952617 -18.295246865 -22.13186475 -18.27214167 -6.307660777 -7.988440671 -17.5057336396 -32.85456479
11 "WALKING_UPSTAIRS" 14.243896401 -1.6370522391 -5.76704969 48.2018124 -18.55315394 7.918222343 5.2302330887 -0.71617656198 -0.8179050429 -4.43291238933 -3.061415567 3.44549365183 -3.4843252343 -3.8871073149 -2.48811207975 -7.160109683 -7.160109683 -27.51773587 -13.772610195 -40.89499995 -19.18884072 -13.750841175 -29.79407251 -26.78007807 -24.58716752 -41.3309469 -25.47627024 -31.38302634 -36.43228144 -18.14729548 -25.70013909 -29.70538164 -42.98325014 -12.895359787 -5.5710451009 -10.981947556 -51.48700771 -49.91548498 -48.97439124 -24.45993091 -23.11843841 -42.40939503 -27.07190803 -15.23040514 -37.51157799 -35.66329215 -43.71080958 -41.96736298 -15.637976 -15.637976 -26.48623359 -20.40713257 -43.26086014 -10.731617403 -4.7792599861 -6.1398955903 -24.74577115 -23.61292174 -43.4076347 -27.96182887 -8.3045439291 -39.41615134 -20.30550546 -27.73998692 -20.58606267 -44.41115082
12 "LAYING" 15.60680598 -1.05122350288 -6.48960754 -22.715523918 48.20273007 16.502591904 5.125772363 0.4646449848 -0.262289026632 -0.8792808439 -5.013224102 8.711510877 -5.942413783 -2.464051865 -4.0734540169 -56.89228053 -56.89228053 -58.19063005 -55.85043561 -58.26406613 -57.37490926 -57.07595826 -57.2834881 -58.12456553 -57.79339992 -58.02898171 -57.39923319 -57.1537032 -56.74039449 -56.632046394 -57.74690512 -56.72982135 -57.83697643 -57.3191208 -56.94432056 -56.90003061 -56.18749856 -58.46378956 -57.57863733 -58.156577 -57.75837161 -58.23775849 -57.96544452 -57.23243363 -57.00944653 -58.03189215 -57.95402225 -58.19723578 -56.19256121 -56.19256121 -57.75485491 -56.14354295 -57.7207211 -57.31245851 -57.03840243 -56.90285002 -58.36920067 -57.88221941 -58.36283068 -58.15527512 -57.32062054 -57.38546294 -56.52799531 -57.69918024 -56.42242966 -57.71469674
12 "SITTING" 14.02536847 -0.80525424147 -5.421668677 47.23767775 4.2355959552 4.51676755 3.933516046 0.54055157068 -0.10433375606 -2.163211833 -3.835100031 3.715157007 -4.799219798 -1.976135121 -2.6297338662 -48.56100769 -48.56100769 -49.71145898 -48.03726928 -50.00000922 -49.96297333 -48.08116886 -48.68595807 -49.83260424 -49.17604576 -49.75312977 -49.39497825 -49.14998769 -48.74162738 -48.75315691 -49.5574787 -48.8841052 -49.90270714 -50.11100788 -47.35764324 -47.92275634 -50.24538576 -49.14574094 -48.76664011 -49.80120424 -49.16642054 -49.93478678 -49.69569295 -48.98535351 -48.52917919 -49.84382629 -49.94673937 -49.83408665 -48.32337211 -48.32337211 -49.61004053 -48.28523132 -49.89128733 -50.18397335 -47.22773276 -47.73176487 -49.8769978 -49.2934849 -50.05185246 -49.79333497 -48.91107548 -48.69326376 -48.48300663 -49.62052361 -48.37150992 -49.94207574
12 "STANDING" 16.92175593 -1.0309155135 -6.437146985 58.39638713 -13.35078669 -2.41183488056 4.542253748 0.61292825048 -0.48076014432 -1.8301856073 -4.2705108772 4.529665959 -5.9559205155 -2.4980770417 -2.945468795 -57.42905604 -57.42905604 -59.09623168 -54.17418374 -59.12668839 -59.56463781 -56.89931634 -57.77787021 -59.29026968 -58.15079858 -59.2384742 -54.30785538 -57.84336326 -58.10871913 -57.65828597 -58.61239958 -55.0437627 -58.74664731 -59.85588354 -56.3115555 -56.161772807 -60.10416684 -59.19943949 -57.31158004 -59.3188519 -58.14539004 -59.50897559 -53.90297036 -57.42962166 -57.97225021 -58.28035415 -59.24292473 -59.39505277 -57.04920966 -57.04920966 -58.72341029 -51.9885687 -58.67731349 -60.00247965 -56.29397373 -55.76554021 -59.51046778 -58.35664701 -59.7063628 -53.94749745 -57.25032108 -58.21448163 -57.32425767 -58.81288131 -51.85202349 -58.73749408
12 "WALKING" 13.85643328 -0.7780463803 -5.158055316 48.34367574 -7.79917249 -1.804214394 2.2882200741 0.98883474168 0.2512935164 -5.22568354379 -1.721455391 4.99869561502 -3.111946587 -2.4926302296 -2.33669075963 -5.1102275224 -5.1102275224 -7.2032461344 -17.796518256 -25.87468877 -2.7178819755 -3.5651227546 -21.11626501 -4.080989767 -7.06870352991 -24.56930864 -20.09879659 -23.39431689 -15.864124218 -7.6558001392 -1.4956212669 -22.1251892 -28.05882207 -6.4449266548 -6.1391645004 -20.53030313 -48.955656 -48.23095869 -47.51381136 -0.675330553 -4.47024842925 -25.6138419 -27.31317353 -22.47006989 -17.508514332 -19.54036191 -29.06453455 -24.03210998 -11.848643441 -11.848643441 -1.014252522 -20.66041704 -27.44452253 -8.0353630317 -10.425764003 -22.60733472 -1.552964728 -4.70282042165 -26.57431609 -29.65714409 -22.18991648 -21.11282606 -20.44481497 -0.6976954348 -24.74011077 -28.24670063
12 "WALKING_DOWNSTAIRS" 12.94997048 -0.83187627582648 -5.039572884 43.69365111 -8.22030007 -2.5808328733 2.8589011579 -0.5487301112 0.2232207159 -5.176451964 -1.9657487856 4.1190009006 -1.2174772558 -2.802215101 -3.0049039081 0.8424413763 0.8424413763 -4.9261869 -9.8141694916 -20.37022964 1.0812270041 6.9234600532 -18.49757619 -0.32267724499 0.2941271688 -20.77425893 -8.2273836979 -19.34904781 -9.787298759 6.808794394 3.5418545158 -15.8671673186 -21.078464578 1.950790614 5.098425812 -19.55080102 -44.1371848 -43.3917277 -43.02837001 0.290680612 2.894396688 -22.9381665 -16.6585808356 -21.90923619 -15.539107347 -12.815975539 -23.80403902 -16.800681083 4.4739980634 4.4739980634 3.0165938509 -14.74109680934 -20.81269701 2.223396517 0.770477468 -22.41994583 -3.3263258571 2.3695663815 -25.04522559 -19.428708925 -23.87046419 -20.63159756 -4.8357487156 1.9349037551 -19.48348271 -22.39189952
12 "WALKING_UPSTAIRS" 14.19445761 -1.3705894977 -5.581665966 48.79531661 -13.47549854 -3.653019869 3.789036232 -0.3585373411 0.4714646526 -4.8424173292 -2.1388355004 4.6697183402 -2.3693221348 -1.7441141591 -3.3964699177 -11.91756421 -11.91756421 -22.48840365 -16.46120247 -35.09855088 -16.71529211 -8.7537590327 -29.16374306 -20.06387522 -17.32003473 -35.77235317 -22.17073724 -31.44498844 -21.11620869 -15.08028177 -16.68599205 -30.88969079 -37.14529479 -15.087758 -5.3985495108 -22.70826613 -49.93280707 -48.95167432 -48.77970153 -18.71256255 -16.189107535 -37.40549034 -27.386283399 -27.19338951 -18.17995952 -28.5999578 -39.58217186 -31.53342902 -14.86388988 -14.86388988 -17.15105435 -27.3357213513 -37.09714904 -14.5043469 -6.7691290695 -21.76719959 -20.31126344 -17.468171828 -39.00597251 -29.144074102 -25.16375631 -20.59697741 -20.55482681 -18.02138737 -29.350624509 -38.12279975
13 "LAYING" 17.15641435 -1.2673081707 -6.468575601 -9.724836801 40.69685855 37.1308693 4.760203959 1.1373397464 -0.61280161995 -0.603638180188 -5.990754349 7.304816117 -6.313805577 -2.5900128023 -4.022376602 -59.55210163 -59.55210163 -61.09900694 -58.54679294 -61.09766842 -60.43244907 -59.88231295 -59.91032613 -61.08238043 -60.78325852 -60.82166532 -60.10673638 -60.05876321 -60.08586658 -59.4912006 -60.80677193 -59.37626052 -60.64535047 -60.07130334 -58.95877287 -58.92436572 -59.38826517 -60.50878445 -59.51335755 -61.0960369 -60.76944526 -60.95038076 -60.27289516 -59.68768644 -59.97573185 -60.84709406 -60.68899434 -61.36769605 -58.77257429 -58.77257429 -60.76410709 -58.57062382 -60.45702495 -59.95152548 -58.74266435 -58.64283242 -61.19884686 -60.84644422 -60.98754306 -60.35370113 -59.51653584 -60.1274273 -58.86474179 -60.63874967 -58.66027279 -60.3135152
13 "SITTING" 13.44209648 -0.2879891388 -4.7650790431 45.35324911 4.986717872 3.713091905 3.6890428176 -0.055048605517 -1.13874650102 -1.7401117985 -4.423168269 4.03481693039 -4.700072595 -2.0107977158 -2.2839958201 -46.92683762 -46.92683762 -48.48539411 -46.60598956 -48.63761092 -48.51663841 -47.02402189 -46.852970112 -48.64123242 -48.21179099 -48.27779903 -48.17769194 -48.14034664 -47.45083636 -46.888176423 -48.42907823 -47.68965561 -48.59446334 -48.48776749 -46.00941934 -45.99341956 -48.08757652 -46.61630017 -45.61799829 -48.64853594 -48.22911033 -48.39299242 -48.3063689 -48.00375435 -47.3779243 -48.57717983 -48.59689416 -48.50320772 -45.95885119 -45.95885119 -48.45184181 -47.23308898 -48.57933181 -48.48111855 -45.749658623 -45.77526136 -48.69042633 -48.3094979 -48.44199291 -48.34902001 -47.93526473 -47.50313598 -45.98796662 -48.42828287 -47.24913678 -48.56975285
13 "STANDING" 15.83223057 -0.9569843656 -6.391075852 53.73363192 -13.67675934 -2.9916827 4.324196485 0.4343600813 -0.040183822411 -1.68430533726 -4.293269889 4.871861072 -5.592839924 -2.3533736935 -3.073786453 -55.37916186 -55.37916186 -56.24760157 -54.59604623 -56.06734519 -56.39728004 -54.68737424 -55.72133617 -56.32730177 -55.7319082 -56.12268785 -54.55778418 -55.45604556 -55.54047955 -55.42643289 -55.97271958 -54.57686157 -55.70025202 -56.48818328 -54.11707905 -55.14966781 -56.5572469 -55.55682987 -55.67914797 -56.29525794 -55.72913781 -56.25479583 -54.46791156 -55.38814009 -55.48588598 -55.7725121 -55.9160117 -56.15509145 -55.20562141 -55.20562141 -55.96634015 -53.86387131 -55.6432666 -56.5336092 -53.98924935 -54.95074061 -56.32655143 -55.8264984 -56.30867724 -54.48164946 -55.37123362 -55.60539625 -55.3153866 -55.89541197 -53.97087667 -55.65863782
13 "WALKING" 15.72533843 -1.0582657161 -6.351593003 51.91877543 -16.16853911 -7.484083964 4.61466429503 0.1757677658 0.3404319367 -0.9929835178 -4.55129326518 4.46997215514 -5.5096119816 -1.8231408499 -3.6291514308 -7.731700467 -7.731700467 -7.59268698 -12.46416483 -17.29996798 -19.0967169 5.44435880016 -14.070535931 -16.5562656966 -2.503412283 -19.509031863 -10.9928190207 -14.604172607 -15.76665342 -13.372249388 -8.6703555431 -15.245925311 -19.296046626 -19.77788247 8.0864012954 -12.5687016105 -55.43506058 -54.7712912 -54.0723425 -12.5918738769 3.22328599882 -21.35409081 -21.43541511 -16.531342368 -20.71208704 -12.358287722 -20.392371287 -19.480651996 -16.67514349 -16.67514349 -7.51194614147 -14.434684102 -18.360747649 -20.13809139 5.255222907 -15.3840945293 -12.5238211067 5.39642710239 -23.15188104 -24.8357385 -18.161254849 -25.95403233 -24.98817033 -6.47473965225 -21.65725462 -19.909279831
13 "WALKING_DOWNSTAIRS" 13.86065501 -0.67550204381 -4.793715252 44.26815413 -9.94309029 -4.46885560593 4.780113301665 -0.3533780335 -1.1889950503 -5.7655934826 -1.11486688 5.23035926383 -3.04183926 -3.1462461796 -2.4064962372 -1.3847812079 -1.3847812079 -6.0125244206 -4.799380585 -15.206964646 -3.4150325171 -1.713315664 -7.1054000653 -5.3980231448 -9.7671803676 -12.9784878752 -15.024824859 -6.2899576761 -10.006613139 2.4853218391 -1.3261362875 -9.687720239 -12.5207954509 -3.2033490451 -1.50988659255 -7.441657871 -44.77422495 -43.64158544 -42.01626025 -3.482267813 -7.0043053554 -14.901190664 -19.599665593 -9.345863575 -15.17038189 -21.79562369 -12.180672672 -17.253205823 -0.7336615345 -0.7336615345 -2.0396112668 -11.127843679 -12.9951009875 -3.19805022 -4.3448875853 -10.96581329598 -5.393013873513 -6.663430467 -16.75923535 -21.25294818 -11.7340354741 -20.06938795 -9.91290002 -3.33650104356 -18.826322877 -16.1254584765
13 "WALKING_UPSTAIRS" 14.201216677 -1.52565739651 -6.917199624 46.61988724 -19.65724759 -11.41289438216 3.8084313715 -0.0704053670999999 -1.3976946461 -7.6061569243 0.2100818011 6.4173759791 -3.6564944699 -2.4917857472 -3.6390965398 -5.5634425957 -5.5634425957 -25.09047497 -13.0450626964 -34.75806962 -21.0353405 -3.501106212 -22.263188197 -27.84166746 -20.294789849 -34.73230389 -26.51621542 -27.06968576 -14.043642026 -20.21375405 -23.38050036 -26.70125199 -36.08486994 -16.29565286 5.7458925591 -11.9465812447 -52.05428263 -50.71302328 -50.06491029 -26.80290469 -17.783366272 -36.3506695 -29.75866779 -22.19646933 -11.649281146 -34.70706712 -37.33432537 -30.29841908 -17.94867922 -17.94867922 -24.81742621 -22.86122334 -36.80690107 -14.63447108 6.30611903 -10.16632253847 -28.28857677 -17.567022604 -37.90796784 -30.96010514 -20.03557923 -14.98887565 -22.4986034 -27.0099945 -25.89239402 -39.17438248
